"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"07213","福島県 伊達市","1990100000","1990年度","","74,200","14,410","48,200","11,589"
"07213","福島県 伊達市","1985100000","1985年度","","74,626","16,409","48,458","9,759"
"07213","福島県 伊達市","1980100000","1980年度","","74,186","17,119","48,355","8,712"
"07214","福島県 本宮市","2020100000","2020年度","","30,236","3,881","17,765","8,579"
"07214","福島県 本宮市","2015100000","2015年度","","30,924","4,160","18,654","8,104"
"07214","福島県 本宮市","2010100000","2010年度","","31,489","4,670","19,571","7,227"
"07214","福島県 本宮市","2005100000","2005年度","","31,367","4,898","19,628","6,838"
"07214","福島県 本宮市","2000100000","2000年度","","31,541","5,492","19,909","6,140"
"07214","福島県 本宮市","1995100000","1995年度","","30,682","5,956","19,646","5,080"
"07214","福島県 本宮市","1990100000","1990年度","","29,144","6,214","18,777","4,153"
"07214","福島県 本宮市","1985100000","1985年度","","28,531","6,454","18,639","3,437"
"07214","福島県 本宮市","1980100000","1980年度","","27,732","6,297","18,416","3,019"
"07301","福島県 桑折町","2020100000","2020年度","","11,459","1,200","5,895","4,347"
"07301","福島県 桑折町","2015100000","2015年度","","12,271","1,353","6,640","4,269"
"07301","福島県 桑折町","2010100000","2010年度","","12,853","1,547","7,379","3,926"
"07301","福島県 桑折町","2005100000","2005年度","","13,411","1,726","8,053","3,631"
"07301","福島県 桑折町","2000100000","2000年度","","13,700","1,944","8,397","3,359"
"07301","福島県 桑折町","1995100000","1995年度","","14,221","2,259","9,052","2,910"
"07301","福島県 桑折町","1990100000","1990年度","","14,692","2,679","9,556","2,454"
"07301","福島県 桑折町","1985100000","1985年度","","14,918","3,146","9,834","1,938"
"07301","福島県 桑折町","1980100000","1980年度","","14,901","3,322","9,820","1,759"
"07303","福島県 国見町","2020100000","2020年度","","8,639","727","4,268","3,642"
"07303","福島県 国見町","2015100000","2015年度","","9,512","953","5,117","3,425"
"07303","福島県 国見町","2010100000","2010年度","","10,086","1,181","5,853","3,052"
"07303","福島県 国見町","2005100000","2005年度","","10,692","1,344","6,541","2,807"
"07303","福島県 国見町","2000100000","2000年度","","11,198","1,534","6,978","2,686"
"07303","福島県 国見町","1995100000","1995年度","","11,736","1,795","7,497","2,444"
"07303","福島県 国見町","1990100000","1990年度","","11,888","2,167","7,656","2,065"
"07303","福島県 国見町","1985100000","1985年度","","12,010","2,531","7,724","1,755"
"07303","福島県 国見町","1980100000","1980年度","","12,050","2,642","7,834","1,574"
"07308","福島県 川俣町","2020100000","2020年度","","12,170","940","6,005","5,096"
"07308","福島県 川俣町","2015100000","2015年度","","14,452","1,327","7,819","5,249"
"07308","福島県 川俣町","2010100000","2010年度","","15,569","1,761","8,863","4,941"
"07308","福島県 川俣町","2005100000","2005年度","","17,034","2,121","9,929","4,943"
"07308","福島県 川俣町","2000100000","2000年度","","17,751","2,551","10,606","4,594"
"07308","福島県 川俣町","1995100000","1995年度","","19,043","3,144","11,695","4,204"
"07308","福島県 川俣町","1990100000","1990年度","","20,001","3,873","12,607","3,488"
"07308","福島県 川俣町","1985100000","1985年度","","20,864","4,562","13,433","2,869"
"07308","福島県 川俣町","1980100000","1980年度","","21,099","4,880","13,716","2,503"
"07322","福島県 大玉村","2020100000","2020年度","","8,900","1,322","5,095","2,455"
"07322","福島県 大玉村","2015100000","2015年度","","8,679","1,202","5,205","2,216"
"07322","福島県 大玉村","2010100000","2010年度","","8,574","1,201","5,389","1,979"
"07322","福島県 大玉村","2005100000","2005年度","","8,464","1,266","5,323","1,875"
"07322","福島県 大玉村","2000100000","2000年度","","8,407","1,407","5,195","1,805"
"07322","福島県 大玉村","1995100000","1995年度","","8,339","1,601","5,140","1,598"
"07322","福島県 大玉村","1990100000","1990年度","","8,163","1,787","5,110","1,266"
"07322","福島県 大玉村","1985100000","1985年度","","7,979","1,915","5,082","982"
"07322","福島県 大玉村","1980100000","1980年度","","7,837","1,807","5,116","914"
"07342","福島県 鏡石町","2020100000","2020年度","","12,318","1,684","7,187","3,441"
"07342","福島県 鏡石町","2015100000","2015年度","","12,486","1,809","7,537","3,140"
"07342","福島県 鏡石町","2010100000","2010年度","","12,815","1,991","8,093","2,712"
"07342","福島県 鏡石町","2005100000","2005年度","","12,746","2,089","8,238","2,419"
"07342","福島県 鏡石町","2000100000","2000年度","","12,743","2,193","8,292","2,169"
"07342","福島県 鏡石町","1995100000","1995年度","","12,378","2,340","8,216","1,822"
"07342","福島県 鏡石町","1990100000","1990年度","","12,130","2,628","8,109","1,393"
"07342","福島県 鏡石町","1985100000","1985年度","","11,883","2,954","7,805","1,124"
"07342","福島県 鏡石町","1980100000","1980年度","","11,437","2,875","7,620","942"
"07344","福島県 天栄村","2020100000","2020年度","","5,194","530","2,748","1,916"
"07344","福島県 天栄村","2015100000","2015年度","","5,611","651","3,272","1,684"
"07344","福島県 天栄村","2010100000","2010年度","","6,291","777","3,835","1,679"
"07344","福島県 天栄村","2005100000","2005年度","","6,486","868","3,930","1,688"
"07344","福島県 天栄村","2000100000","2000年度","","6,889","1,083","4,127","1,679"
"07344","福島県 天栄村","1995100000","1995年度","","7,153","1,379","4,305","1,469"
"07344","福島県 天栄村","1990100000","1990年度","","6,964","1,481","4,270","1,213"
"07344","福島県 天栄村","1985100000","1985年度","","6,878","1,501","4,371","1,006"
"07344","福島県 天栄村","1980100000","1980年度","","6,820","1,397","4,508","915"
"07362","福島県 下郷町","2020100000","2020年度","","5,264","476","2,428","2,360"
"07362","福島県 下郷町","2015100000","2015年度","","5,800","597","2,875","2,328"
"07362","福島県 下郷町","2010100000","2010年度","","6,461","722","3,339","2,400"
"07362","福島県 下郷町","2005100000","2005年度","","7,053","877","3,759","2,417"
"07362","福島県 下郷町","2000100000","2000年度","","7,579","1,026","4,146","2,407"
"07362","福島県 下郷町","1995100000","1995年度","","7,951","1,250","4,505","2,196"
"07362","福島県 下郷町","1990100000","1990年度","","8,537","1,473","5,021","2,043"
"07362","福島県 下郷町","1985100000","1985年度","","9,033","1,678","5,550","1,805"
"07362","福島県 下郷町","1980100000","1980年度","","10,025","1,956","6,540","1,529"
"07364","福島県 檜枝岐村","2020100000","2020年度","","504","58","252","194"
"07364","福島県 檜枝岐村","2015100000","2015年度","","615","75","339","201"
"07364","福島県 檜枝岐村","2010100000","2010年度","","636","81","342","213"
"07364","福島県 檜枝岐村","2005100000","2005年度","","706","108","399","199"
"07364","福島県 檜枝岐村","2000100000","2000年度","","757","109","471","177"
"07364","福島県 檜枝岐村","1995100000","1995年度","","727","103","484","140"
"07364","福島県 檜枝岐村","1990100000","1990年度","","702","100","488","114"
"07364","福島県 檜枝岐村","1985100000","1985年度","","735","126","518","91"
"07364","福島県 檜枝岐村","1980100000","1980年度","","765","170","512","83"
"07367","福島県 只見町","2020100000","2020年度","","4,044","353","1,783","1,907"
"07367","福島県 只見町","2015100000","2015年度","","4,470","426","2,067","1,977"
"07367","福島県 只見町","2010100000","2010年度","","4,932","526","2,369","2,036"
"07367","福島県 只見町","2005100000","2005年度","","5,284","590","2,599","2,095"
"07367","福島県 只見町","2000100000","2000年度","","5,557","667","2,948","1,942"
"07367","福島県 只見町","1995100000","1995年度","","5,804","809","3,306","1,689"
"07367","福島県 只見町","1990100000","1990年度","","6,170","969","3,721","1,480"
"07367","福島県 只見町","1985100000","1985年度","","6,731","1,189","4,295","1,247"
"07367","福島県 只見町","1980100000","1980年度","","7,271","1,445","4,708","1,118"
"07368","福島県 南会津町","2020100000","2020年度","","14,451","1,331","7,030","6,048"
"07368","福島県 南会津町","2015100000","2015年度","","16,264","1,729","8,341","6,181"
"07368","福島県 南会津町","2010100000","2010年度","","17,864","2,068","9,416","6,369"
"07368","福島県 南会津町","2005100000","2005年度","","19,870","2,652","10,756","6,462"
"07368","福島県 南会津町","2000100000","2000年度","","21,095","3,159","11,847","6,089"
"07368","福島県 南会津町","1995100000","1995年度","","22,059","3,655","12,996","5,408"
"07368","福島県 南会津町","1990100000","1990年度","","22,548","4,026","13,820","4,702"
"07368","福島県 南会津町","1985100000","1985年度","","23,288","4,537","14,769","3,982"
"07368","福島県 南会津町","1980100000","1980年度","","24,119","4,956","15,669","3,494"
"07402","福島県 北塩原村","2020100000","2020年度","","2,556","258","1,349","948"
"07402","福島県 北塩原村","2015100000","2015年度","","2,831","324","1,608","899"
"07402","福島県 北塩原村","2010100000","2010年度","","3,185","415","1,879","891"
"07402","福島県 北塩原村","2005100000","2005年度","","3,475","439","2,101","935"
"07402","福島県 北塩原村","2000100000","2000年度","","3,644","521","2,197","926"
"07402","福島県 北塩原村","1995100000","1995年度","","3,859","640","2,359","860"
"07402","福島県 北塩原村","1990100000","1990年度","","3,812","744","2,377","691"
"07402","福島県 北塩原村","1985100000","1985年度","","3,749","783","2,409","557"
"07402","福島県 北塩原村","1980100000","1980年度","","3,869","779","2,599","491"
"07405","福島県 西会津町","2020100000","2020年度","","5,770","468","2,582","2,718"
"07405","福島県 西会津町","2015100000","2015年度","","6,582","567","3,143","2,872"
"07405","福島県 西会津町","2010100000","2010年度","","7,366","719","3,599","3,048"
"07405","福島県 西会津町","2005100000","2005年度","","8,237","957","4,008","3,272"
"07405","福島県 西会津町","2000100000","2000年度","","9,075","1,207","4,614","3,254"
"07405","福島県 西会津町","1995100000","1995年度","","9,845","1,438","5,470","2,936"
"07405","福島県 西会津町","1990100000","1990年度","","10,122","1,614","6,028","2,480"
"07405","福島県 西会津町","1985100000","1985年度","","10,701","1,802","6,857","2,042"
"07405","福島県 西会津町","1980100000","1980年度","","11,490","2,038","7,615","1,837"
"07407","福島県 磐梯町","2020100000","2020年度","","3,322","421","1,655","1,246"
"07407","福島県 磐梯町","2015100000","2015年度","","3,579","460","1,911","1,208"
"07407","福島県 磐梯町","2010100000","2010年度","","3,761","464","2,089","1,208"
"07407","福島県 磐梯町","2005100000","2005年度","","3,951","489","2,195","1,267"
"07407","福島県 磐梯町","2000100000","2000年度","","4,109","616","2,338","1,155"
"07407","福島県 磐梯町","1995100000","1995年度","","4,357","737","2,590","1,030"
"07407","福島県 磐梯町","1990100000","1990年度","","4,338","823","2,620","895"
"07407","福島県 磐梯町","1985100000","1985年度","","4,391","803","2,814","774"
"07407","福島県 磐梯町","1980100000","1980年度","","4,501","777","3,042","682"
"07408","福島県 猪苗代町","2020100000","2020年度","","13,552","1,422","6,723","5,360"
"07408","福島県 猪苗代町","2015100000","2015年度","","15,037","1,781","8,110","5,109"
"07408","福島県 猪苗代町","2010100000","2010年度","","15,805","1,948","8,951","4,890"
"07408","福島県 猪苗代町","2005100000","2005年度","","17,009","2,362","9,641","5,004"
"07408","福島県 猪苗代町","2000100000","2000年度","","18,178","2,823","10,605","4,750"
"07408","福島県 猪苗代町","1995100000","1995年度","","18,874","3,207","11,415","4,252"
"07408","福島県 猪苗代町","1990100000","1990年度","","18,839","3,574","11,737","3,528"
"07408","福島県 猪苗代町","1985100000","1985年度","","19,146","3,940","12,330","2,876"
"07408","福島県 猪苗代町","1980100000","1980年度","","19,717","4,106","13,065","2,546"
"07421","福島県 会津坂下町","2020100000","2020年度","","15,068","1,611","7,909","5,522"
"07421","福島県 会津坂下町","2015100000","2015年度","","16,303","1,944","9,120","5,210"
"07421","福島県 会津坂下町","2010100000","2010年度","","17,360","2,342","9,878","5,126"
"07421","福島県 会津坂下町","2005100000","2005年度","","18,274","2,672","10,434","5,165"
"07421","福島県 会津坂下町","2000100000","2000年度","","19,426","3,141","11,156","5,129"
